Word,POS Tag,Meaning
ಪದಕ,(ನಾ),"ಹಾರ ಮೊದಲಾದವುಗಳ ಮಧ್ಯದಲ್ಲಿ ಅಳವಡಿಸುವ ಅಲಂಕಾರಯುಕ್ತವಾದ ಬಿಲ್ಲೆ, ಬಹುಮಾನವಾಗಿ ಅಥವಾ ಬಿರುದಾಗಿ ಕೊಡುವ ಬಿಲ್ಲೆ."
ಪದರ,(ನಾ),"ಮಡಿಕೆ, ಹಾಳೆ, ಸ್ತರ."
ಪದವಿ,(ನಾ),"ದಾರಿ, ಮಾರ್ಗ, ಸ್ಥಿತಿ, ಅಂತಸ್ತು, ಅಧಿಕಾರ, ಉನ್ನತ ವಿದ್ಯಾ ಸಂಸ್ಥೆಗಳು ನಡೆಸುವ ಸ್ನಾತಕ, ಸ್ನಾತಕೋತ್ತರ ಪರೀಕ್ಷೆಗಳಲ್ಲಿ ತೇರ್ಗಡೆಯಾದಾಗ ಕೊಡುವ ಪ್ರಶಸ್ತಿ."
ಪದವಿ ಪ್ರದಾನ,(ನಾ),ಘಟಿಕೋತ್ಸವದಲ್ಲಿ ಪ್ರಶಸ್ತಿ ಪತ್ರವನ್ನು ಕೊಡುವಿಕೆ.
ಪದ್ದತಿ,(ನಾ),"ಮಾರ್ಗ, ಸಂಪ್ರದಾಯ, ವಿಧಾನ."
ಪನ್ನೀರು,(ನಾ),ಸುಗಂಧಯುಕ್ತವಾದ ನೀರು.
ಪನ್ನೀರುದಾನಿ,(ನಾ),ಪನ್ನೀರನ್ನು ಚಿಮುಕಿಸಲು ಬಳಸುವ ಪಾತ್ರೆ.
ಪನ್ನೇರಿಳೆ,(ನಾ),ಒಂದು ಜಾತಿಯ ಸಸ್ಯ ಮತ್ತು ಅದರ ಫಲ.
ಪಪ್ಪಾಯಿ,(ನಾ),ಫರಂಗಿ ಗಿಡ ಮತ್ತು ಅದರ ಹಣ್ಣು.
ಪಪ್ಪು,(ನಾ),"ಒಡೆದ ಕಾಳು, ಬೇಳೆ."
ಪಯಣ,(ನಾ),ಸಂಚಾರ.
ಪಯಣಿಗ,(ನಾ),"ಪ್ರಯಾಣ ಮಾಡುವವ, ಪ್ರಯಾಣಿಕ."
ಪಯಿರು,(ನಾ),"ಬೆಳೆ, ತೆನೆ ಕೊಡುವ ಬೆಳೆ, ನಾಟಿ ಹಾಕುವ ಸಸಿ."
ಪರ,"(ನಾ),(ಗು)","ಅನ್ನ, ಕೈವಲ್ಯ, ಪಕ್ಷ, ಪ್ರತಿಯಾದುದು, ಎದುರು, ಹಗೆ. ಬೇರೆಯ, ಶ್ರೇಷ್ಠವಾದ, ಮಗ್ನವಾದ."
ಪರಂಜ್ಯೋತಿ,(ನಾ),ಪರಮಾತ್ಮ.
ಪರಂತು,(ಅ),"ಆದರೂ, ಆದರೆ."
ಪರಂಧಾಮ,(ನಾ),"ಶ್ರೇಷ್ಠವಾದ ನೆಲೆ, ಸ್ವರ್ಗ."
ಪರಂಪರೆ,(ನಾ),"ಕುಲ, ವಂಶ, ಸಾಲು, ಸಂಪ್ರದಾಯ."
ಪರಕೀಯ,"(ನಾ),(ಗು)",ಹೊರಗಿನವನು. ಅನ್ಯ.
ಪರಚು,(ಕ್ರಿ),ಉಗುರಿನಿಂದ ಕೆರೆ.
ಪರಟೆ,(ನಾ),"ಮಣ್ಣಿನ ಚಿಕ್ಕಪಾತ್ರೆ, ತೆಂಗು ಮೊದಲಾದವುಗಳ ಚಿಪ್ಪು."
ಪರಡಿ,(ನಾ),ತಕ್ಕಡಿಯ ತಟ್ಟೆ.
ಪರದೆ,(ನಾ),"ತೆರೆ, ಜವನಿಕೆ."
ಪರಭಾರ,(ನಾ),ಬೇರೆಯವರಿಗೆ ವಹಿಸಿಕೊಡುವುದು.
ಪರಮ,"(ನಾ),(ಗು)",ಪರಮಾತ್ಮ. ಅತ್ಯುತ್ತಮವಾದ.
ಪರಮಾಯಿಸಿ,(ಗು),"ಉತ್ತಮವಾದ, ಇಷ್ಟವಾದ."
ಪರವಾನಿಗೆ,(ನಾ),"ಅನುಮತಿ, ಒಪ್ಪಿಗೆ."
ಪರಸ್ಪರ,(ಅ),"ತಮ್ಮ ತಮ್ಮಲ್ಲಿ, ಅನ್ಯೋನ್ಯ."
ಪರಾಂಬರಿಸು,(ಕ್ರಿ),"ಗಮನಿಸು, ಪರಿಶೀಲಿಸು."
ಪರಾಕು,(ನಾ),"ಎಚ್ಚರಿಕೆ, ಕಡೆಗಣಿಸುವಿಕೆ, ಅಲಕ್ಷ್ಯ, ಹೊಗಳಿಕೆ, ಸ್ತುತಿ."
ಪರಾಕ್ರಮ,(ನಾ),ಶೌರ್ಯ.
ಪರಾಗ,(ನಾ),"ಹೂವಿನ ಧೂಳಿ, ಧೂಳು, ಹೂವಿನ ಮಕರಂದ."
ಪರಾಜಯ,(ನಾ),"ಸೋಲು, ಹಾನಿ."
ಪರಾಮರಿಸು,(ಕ್ರಿ),ಪರಿಶೀಲಿಸು.
ಪರಾಮರ್ಶೆ,(ನಾ),"ಜ್ಞಾಪಕ, ಪರಿಶೀಲನೆ."
ಪರಾರಿ,(ನಾ),"ಓಡಿಹೋಗುವಿಕೆ, ಪಲಾಯನ."
ಪರಿ,"(ನಾ),(ಕ್ರಿ)",ರೀತಿ. ಮುಂದುವರಿ.
ಪರಿಕರ,(ನಾ),"ಸಾಮಗ್ರಿ, ಸಲಕರಣೆ, ಸಜ್ಜು."
ಪರಿಕ್ರಮಣ,(ನಾ),ಸುತ್ತುವುದು.
ಪರಿಗಣಿಸು,(ಕ್ರಿ),ಲೆಕ್ಕಕ್ಕೆ ತೆಗೆದುಕೊಳ್ಳು.
ಪರಿಗ್ರಹ,(ನಾ),"ಹಿಡಿಯುವುದು, ಸ್ವೀಕರಿಸುವುದು."
ಪರಿಚಯ,(ನಾ),"ಗುರುತು, ಸಲಿಗೆ."
ಪರಿಚರ,(ನಾ),ಸೇವಕ.
ಪರಿಚಾರಕ,(ನಾ),"ಸೇವಕ, ಆಳು."
ಪರಿಚಾರಿಕೆ,(ನಾ),"ಸೇವೆ, ದಾಸಿ."
ಪರಿಚಿತ,"(ನಾ),(ಗು)",ಪರಿಚಯವುಳ್ಳವನು. ಗುರುತುಳ್ಳ.
ಪರಿಜ್ಞಾನ,(ನಾ),"ಸರಿಯಾದ ಜ್ಞಾನ, ಅರಿವು."
ಪರಿಣತ,(ನಾ),"ಬಾಗಿದ,  ವಯಸ್ಸಾದ,ಪಕ್ಷವಾದ."
ಪರಿಣತಿ,(ನಾ),"ನೈಪುಣ್ಯ, ಪ್ರೌಢಿಮೆ."
ಪರಿಣಾಮ,(ನಾ),"ಕಾರ್ಯದ ಫಲ, ಫಲಿತಾಂಶ, ಅಂತ್ಯ, ಮಾರ್ಪಾಟು, ಸಂತೋಷ."
ಪರಿತಪಿಸು,(ಕ್ರಿ),ಅತಿಯಾಗಿ ಕಳವಳಪಡು.
ಪರಿತಾಪ,(ನಾ),ಅತಿಯಾದ ದುಃಖ.
ಪರಿಧಿ,(ನಾ),"ಚಂದ್ರ ಮತ್ತು ಸೂರ್ಯನ ಸುತ್ತಲಿನ ಮಂಡಲ, ಪರಿವೇಷ, ದಿಗಂತ, ಸುತ್ತುಗೆರೆ."
ಪರಿಪಕ್ವ,(ಗು),ಚೆನ್ನಾಗಿ ಮಾಗಿದ.
ಪರಿಪಾಕ,(ನಾ),"ಸಂಪೂರ್ಣವಾಗಿ ಪಕ್ವವಾಗಿರುವುದು, ಪರಿಪೂರ್ಣತೆ."
ಪರಿಪಾಟ,(ನಾ),"ಪದ್ಧತಿ, ರೂಢಿ."
ಪರಿಪಾಲನೆ,(ನಾ),"ಕಾಪಾಡುವಿಕೆ, ರಕ್ಷಣೆ, ಅನುಸರಿಸುವುದು."
ಪರಿಪೂರ್ಣ,(ಗು),ಸಂಪೂರ್ಣವಾದ.
ಪರಿಭಾಷೆ,(ನಾ),"ನಿರೂಪಣೆ, ಪಾರಿಭಾಷಿಕ ಶಬ್ದ."
ಪರಿಭ್ರಮಣ,(ನಾ),ಸುತ್ತುವುದು.
ಪರಿಮಳ,(ನಾ),ಸುವಾಸನೆ.
ಪರಿಮಾಣ,(ನಾ),"ಪ್ರಮಾಣ, ಅಳತೆ."
ಪರಿಮಿತ,(ಗು),ಮಿತಿಯುಳ್ಳ.
ಪರಿಮಿತಿ,(ನಾ),"ಅಳತೆ, ಮೇರೆ."
ಪರಿವರ್ತನೆ,(ಕ್ರಿ),"ಬೇರೆ ರೂಪವನ್ನು ಧರಿಸುವುದು, ಬದಲಾಗುವುದು."
ಪರಿವರ್ತಿಸು,(ಕ್ರಿ),ಬದಲಾಯಿಸು.
ಪರಿವಾರ,(ನಾ),"ಸುತ್ತಲಿನ ಜನ, ಒಂದು ಜನ ಸಮೂಹ."
ಪರಿವೆ,(ನಾ),"ಅರಿವು, ಜ್ಞಾನ."
ಪರಿಶೀಲನೆ,(ನಾ),ಸೂಕ್ಷ್ಮವಾಗಿ ನೋಡುವುದು.
ಪರಿಶುದ್ಧ,(ಗು),ಅತ್ಯಂತ ಶುದ್ಧವಾದ.
ಪರಿಶ್ರಮ,(ನಾ),"ಆಯಾಸ, ತಿಳುವಳಿಕೆ."
ಪರಿಷತ್ತು,(ನಾ),"ಸಂಸ್ಥೆ, ಸಭೆ, ಸಮ್ಮೇಳನ."
ಪರಿಷ್ಕರಿಸು,(ಕ್ರಿ),ಶುದ್ಧಗೊಳಿಸು.
ಪರಿಷ್ಕಾರ,(ನಾ),"ಶುದ್ಧಗೊಳಿಸುವುದು, ತಿದ್ದುವುದು."
ಪರಿಷ್ಕೃತ,(ಗು),"ತಿದ್ದಿದ, ಸರಿಪಡಿಸಿದ."
ಪರಿಸಮಾಪ್ತಿ,(ನಾ),"ಮುಕ್ತಾಯ, ಕೊನೆ, ಗ್ರಂಥದ ಕೊನೆ."
ಪರಿಸರ,(ನಾ),"ಸನ್ನಿವೇಶ, ಸುತ್ತುಮುತ್ತು, ನಿಸರ್ಗ."
ಪರಿಸೆ,(ನಾ),"ಉತ್ಸವ, ಜಾತ್ರೆ ಮುಂತಾದ ಸಂದರ್ಭಗಳಲ್ಲಿ ಕೂಡಿದ ಜನಸಂದಣಿ."
ಪರಿಹರಿಸು,(ಕ್ರಿ),"ನಿವಾರಿಸು, ಹೋಗಲಾಡಿಸು."
ಪರಿಹಾರ,(ನಾ),"ತ್ಯಜಿಸುವುದು, ವಿನಾಯಿತಿ, ನಿವಾರಣೆ, ನಷ್ಟವನ್ನು ತುಂಬಿಕೊಡುವುದು."
ಪರಿಹಾಸ,(ನಾ),"ವಿನೋದ, ಅಣಕ."
ಪರೀಕ್ಷಕ,(ನಾ),ಪರೀಕ್ಷೆ ಮಾಡುವವನು.
ಪರೀಕ್ಷೆ,(ನಾ),"ತಪ್ಪುಒಪ್ಪುಗಳ ವಿಮರ್ಶೆ, ಮೌಲ್ಯಮಾಪನದ ಒಂದು ಕ್ರಮ."
ಪರುಷ,(ನಾ),"ಮುಟ್ಟಿದುದನ್ನು ಚಿನ್ನವನ್ನಾಗಿ ಮಾಡುವ ಶಿಲೆ, ಸ್ಪರ್ಶಮಣಿ, ಒರಟಾದುದು, ಕಠಿನವಾದುದು."
ಪರೆ,"(ನಾ),(ಕ್ರಿ)","ಒಂದು ಬಗೆಯ ಚರ್ಮವಾದ್ಯ. ಹರಡು, ಚಿದುರು."
ಪರ್ಯಾಯ,"(ನಾ),(ಗು)","ತಿರುಗುವುದು, ಸರದಿ. ಬದಲಿ."
ಪರ್ವ,(ನಾ),"ಹಬ್ಬ, ಉತ್ಸವ, ಗ್ರಂಥದ ಒಂದು ವಿಭಾಗ."
ಪರ್ವತ,(ನಾ),ದೊಡ್ಡ ಬೆಟ್ಟ.
ಪಲಾಯನ,(ನಾ),"ಓಟ, ಪರಾರಿ, ಜಾರಿಕೊಳ್ಳುವಿಕೆ, ತಪ್ಪಿಸಿಕೊಳ್ಳುವಿಕೆ."
ಪಲಾವು,(ನಾ),ತರಕಾರಿಗಳಿಂದ ಮಾಡಿದ ಒಂದು ಬಗೆಯ ಕಲಸನ್ನ.
ಪಲುಕು,"(ನಾ),(ಕ್ರಿ)","ಸಂಗೀತದಲ್ಲಿ ಸ್ವರಗಳ ಸೂಕ್ಷ್ಮವಾದ ನುಡಿ, ಸೂಕ್ಷ್ಮವಾದ ಮಾತಿನ ರೀತಿ, ಹಾಡಿನ ಒಂದು ಭಾಗ. ಕಂಪಿಸು, ಮಾತನಾಡು."
ಪಲ್ಟಿ,(ನಾ),"ತಲೆಕೆಳಗಾಗುವಿಕೆ, ಲಾಗ."
ಪಲ್ಟಿಹೊಡೆ,(ಕ್ರಿ),"ಪಲ್ಟಿಹಾಕು, ವಿರುದ್ಧವಾಗು, ಲಾಗ ಹಾಕು."
ಪಲ್ಯ,(ನಾ),"ತರಕಾರಿ, ತರಕಾರಿಯಿಂದ ಮಾಡುವ ಒಂದು ಬಗೆಯ ವ್ಯಂಜನ ಪದಾರ್ಥ."
ಪಲ್ಲಂಗ,(ನಾ),ಮಂಚ.
ಪಲ್ಲಕ್ಕಿ,(ನಾ),"ದೇವರು, ಗುರುಗಳು, ರಾಜರು ಮುಂತಾದವರನ್ನು ಕೂರಿಸಿ ಇಬ್ಬರು ಅಥವಾ ನಾಲ್ವರು ಹೊರುವ ಮುಚ್ಚಿದ ಅಥವಾ ತೆರೆದ ಸಾಗಾಣಿಕೆಯ ಸಾಧನ, ಮೇನೆ, ಡೋಲಿ."
ಪಲ್ಲಟ,(ನಾ),"ಬದಲಾವಣೆ, ತಲೆಕೆಳಗು."
ಪಲ್ಲಣ,(ನಾ),"ಜೀನು, ಹಲ್ಲಣ."
ಪಲ್ಲವ,(ನಾ),ಚಿಗುರು.
ಪಲ್ಲವಿ,(ನಾ),ಹಾಡಿನ ಆರಂಭದಲ್ಲಿದ್ದು ನುಡಿಗೊಂದು ಸಲ ಪುನರಾವರ್ತನೆಗೊಳ್ಳುವ ಭಾಗ.
ಪವಾಡ,(ನಾ),"ಆಶ್ಚರ್ಯಕರವಾದ ಘಟನೆ, ಅತಿಮಾನುಷ ಕಾರ್ಯ."
ಪವಿತ್ರ,"(ನಾ),(ಗು)",ಶುಚಿಯಾದುದು. ಪುಣ್ಯಕರವಾದ.
ಪಶು,(ನಾ),"ಸಾಕಿದ ಪ್ರಾಣಿ, ಹಸು, ಆಕಳು, ಕ್ರೂರಪ್ರಾಣಿ, ಬಲಿಗಾಗಿ ಅರ್ಪಿಸುವ ಪ್ರಾಣಿ."
ಪಶ್ಚಾತ್ತಾಪ,(ನಾ),ಮಾಡಿದ ತಪ್ಪು ಕೆಲಸಕ್ಕಾಗಿ ಆಮೇಲೆ ಮರುಗುವಿಕೆ.
ಪಶ್ಚಿಮ,(ನಾ),"ಹಿಂಭಾಗ, ಸೂರ್ಯನು ಮುಳುಗುವ ದಿಕ್ಕು."
ಪಸಂದು,(ಗು),ಸೊಗಸಾದ.
ಪಸರ,(ನಾ),"ಹರಡುವಿಕೆ, ಗುಂಪು, ಸಲಿಗೆ."
ಪಸಲು,(ನಾ),"ಬೆಳೆ, ಪೈರು."
ಪಹಣಿ,(ನಾ),"ಬೆಳೆಯ ಪ್ರಮಾಣವನ್ನು ಗುರುತಿಸುವುದು, ಶಾನುಭೋಗರ ದಾಖಲೆ ಪುಸ್ತಕ, ಸರ್ಕಾರಿ ದಪ್ಪರ."
ಪಹರೆ,(ನಾ),ಕಾವಲು ಕಾಯುವುದು.
ಪಳದ್ಯ,(ನಾ),ಮೊಸರು ಅಥವಾ ಮಜ್ಜಿಗೆಯಿಂದ ತಯಾರಿಸುವ ಮೇಲೋಗರ.
ಪಳವ,(ನಾ),ಒಂದು ಚರ್ಮವಾದ್ಯ.
ಪಾಂಡಿತ್ಯ,(ನಾ),"ವಿದ್ವತ್ತು, ಜ್ಞಾನ."
ಪಾಂಡು,(ನಾ),"ಬಿಳಿಯ ಬಣ್ಣ, ಹಳದಿ ಮಿಶ್ರಿತ ಬಿಳಿಯ ಬಣ್ಣ."
ಪಾಕ,(ನಾ),"ಬೇಯಿಸುವುದು, ಅಡುಗೆ, ಸಕ್ಕರೆ ಅಥವಾ ಬೆಲ್ಲವನ್ನು ಕುದಿಸಿ ಮಾಡುವ ದ್ರವ್ಯ, ಕಾವ್ಯಶೈಲಿಯ ಒಂದು ರೀತಿ, ಪಕ್ವತೆ."
ಪಾಕಡ,(ನಾ),"ಘಾಟಿ, ಖದೀಮ."
ಪಾಕು,(ನಾ),ಅಡಕೆ.
ಪಾಕ್ಷಿಕ,(ನಾ),ಹದಿನೈದು ದಿನಗಳ ಅವಧಿ ಉಳ್ಳುದು.
ಪಾಖಂಡ,(ನಾ),"ಸಂಪ್ರದಾಯ ವಿರೋಧಿ, ನಾಸ್ತಿಕ."
ಪಾಚಿ,(ನಾ),"ತೇವವಾದ ಸ್ಥಳಗಳಲ್ಲಿರುವ ಕಲ್ಲು ಮುಂತಾದುವುಗಳ ಮೇಲೆ ಬೆಳೆಯುವ ಹಸಿರು ಬಣ್ಣದ ಜಾರಿಕೆಯ ಸಸ್ಯ, ಹಾವಸೆ."
ಪಾಟಿ,(ನಾ),"ರೀತಿ, ವಿಸ್ತಾರ, ಸಮಾನ, ಬರೆಯುವ ಕಪ್ಪುಹಲಗೆ, ಸ್ಲೇಟು."
ಪಾಟಿ ಸವಾಲ್,(ನಾ),ಮೊದಲೇ ವಿಚಾರಣೆಯಾಗಿರುವ ಸಾಕ್ಷಿಯ ಮರು ವಿಚಾರಣೆ.
ಪಾಟೀಲ,(ನಾ),"ಪಟೇಲ, ಗೌಡ."
ಪಾಠ,(ನಾ),"ಓದುವುದು, ಕಲಿಸುವಿಕೆ, ಪಠ್ಯ ಪುಸ್ತಕಗಳಲ್ಲಿಯ ಒಂದು ಭಾಗ, ಗ್ರಂಥದಲ್ಲಿರುವ ಮಾತು."
ಪಾಠಕ,(ನಾ),"ಓದುವವನು, ಅಧ್ಯಾಪಕ."
ಪಾಡು,(ನಾ),"ಗೀತೆ, ಹಾಡು, ತೊಂದರೆ, ಅವಸ್ಥೆ, ಸ್ಥಿತಿ."
ಪಾತಕ,(ನಾ),"ಪಾಪ, ದೋಷ."
ಪಾತಕಿ,(ನಾ),"ಪಾಪ ಮಾಡಿದವನು,ರೌಡಿ."
ಪಾತರ,(ನಾ),"ನಟನೆ, ಮೇಳ, ನಟಿ."
ಪಾತಳಿ,(ನಾ),"ಸಮತಟ್ಟಾದ ಮೇಲ್ಭಾಗ, ಮಟ್ಟ."
ಪಾತಾಳ,(ನಾ),ಭೂಮಿಯ ಕೆಳಗಿನ ಲೋಕಗಳಲ್ಲಿ ಒಂದು.
ಪಾತಾಳಗರಡಿ,(ನಾ),ಬಾವಿಯಲ್ಲಿ ಬಿದ್ದ ವಸ್ತುಗಳನ್ನು ಮೇಲೆ ಎತ್ತುವ ಕೊಕ್ಕೆಯ ಸಾಧನ.
ಪಾತಿ,(ನಾ),"ಮರಗಿಡಗಳ ಬುಡದಲ್ಲಿ ನೀರು ನಿಲ್ಲಲು ಮಾಡಿರುವ ಕಟ್ಟೆ, ಬೀಜ ಬಿತ್ತಲು ಮಾಡಿರುವ ಮಡಿ."
ಪಾತ್ರ,(ನಾ),"ನಟನೆ, ಮೇಳ, ನಟ, ಯೋಗ್ಯವಾದ ವಸ್ತು ಅಥವಾ ವ್ಯಕ್ತಿ, ನದಿಯ ಒಡಲು, ನಾಟಕ ಮುಂತಾದವುಗಳಲ್ಲಿ ವ್ಯಕ್ತಿ ವಹಿಸುವ ಕಾರ್ಯ."
ಪಾತ್ರಿ,(ನಾ),"ಪಾತ್ರವಹಿಸುವವನು, ಅಲೌಕಿಕ ಶಕ್ತಿಗಳು ಮೈಮೇಲೆ ಬರುವ ವ್ಯಕ್ತಿ."
ಪಾತ್ರೆ,(ನಾ),"ಕೊಳಗ, ತಪ್ಪಲೆ ಮುಂತಾದ ಸಾಧನ."
ಪಾದ,(ನಾ),"ಅಡಿ, ಪದ್ಯದ ಒಂದು ಸಾಲು, ತಳ, ಬುಡ, ನಾಲ್ಕನೆಯ ಒಂದು ಅಂಶ, ಕಿರಣ."
ಪಾದಚಾರಿ,(ನಾ),ಕಾಲುನಡಿಗೆಯಿಂದ ಸಾಗುವವನು.
ಪಾದರಸ,(ನಾ),ದ್ರವರೂಪದ ಒಂದು ಬಗೆಯ ಲೋಹ.
ಪಾದುಕೆ,(ನಾ),ಮರದಿಂದ ಮಾಡಿದ ಪಾದರಕ್ಷೆ.
ಪಾದ್ರಿ,(ನಾ),ಕ್ರೈಸ್ತ ಗುರು.
ಪಾನ,(ನಾ),"ಕುಡಿಯುವಿಕೆ, ಕುಡಿಯುವ ಪದಾರ್ಥ."
ಪಾನಕ,(ನಾ),"ಬೆಲ್ಲ ಅಥವಾ ಸಕ್ಕರೆಯಿಂದ ತಯಾರಿಸಿದ ಪಾನೀಯ, ಷರಬತ್ತು."
ಪಾನೀಯ,(ನಾ),"ನೀರು, ಪಾನಕ ಮುಂತಾದವು."
ಪಾಪ,(ನಾ),"ಕೆಟ್ಟ ಕೆಲಸ, ದುರ್ದೈವ, ಅನುಕಂಪೆಯನ್ನು ಸೂಚಿಸುವಾಗ ಬಳಸುವ ಮಾತು."
ಪಾಪಾಸು,(ನಾ),ಒಂದು ಬಗೆಯ ಪಾದರಕ್ಷೆ.
ಪಾಪಾಸುಕಳ್ಳಿ,(ನಾ),ಒಂದು ಜಾತಿಯ ಮುಳ್ಳಿರುವ ಕಳ್ಳಿ ಸಸ್ಯ.
ಪಾಪಿ,(ನಾ),"ಕೆಟ್ಟ ಕೆಲಸವನ್ನು ಮಾಡಿದವನು, ದುಷ್ಟ."
ಪಾಮರ,(ನಾ),"ತಿಳಿವಳಿಕೆ ಇಲ್ಲದವನು, ಸಾಮಾನ್ಯ, ಒಕ್ಕಲಿಗ, ರೈತ."
ಪಾಯ,(ನಾ),"ಪಾದ, ಬುನಾದಿ."
ಪಾಯಕ,(ನಾ),"ಕಾಲಾಳು, ವೀರ."
ಪಾಯಖಾನೆ,(ನಾ),"ಕಕ್ಕಸು, ಪಾಯಿಖಾನೆ."
ಪಾಯದೆ,(ನಾ),"ಲಾಭ, ಆದಾಯ."
ಪಾಯಸ,(ನಾ),ಹಾಲಿನಿಂದ ಸಿದ್ಧಪಡಿಸಿದ ಸಿಹಿಯಾದ ಭಕ್ಷ್ಯ ಅಥವಾ ಪಾನೀಯ.
ಪಾರಂಗತ,(ನಾ),"ಚೆನ್ನಾಗಿ ಅರಿತವನು, ನಿಪುಣ."
ಪಾರಣೆ,(ನಾ),ಉಪವಾಸದ ಅನಂತರ ಮಾಡುವ ಊಟ.
ಪಾರದರ್ಶಕ,(ಗು),ತನ್ನ ಮೂಲಕ ಆಚೆಯ ಪಕ್ಕವನ್ನು ಕಾಣಿಸುವಂತೆ ಬೆಳಕನ್ನು ಸಾಗಿಸುವ.
ಪಾರಮಾರ್ಥಿಕ,(ಗು),ಪರಮಾರ್ಥಕ್ಕೆ ಸಂಬಂಧಿಸಿದ.
ಪಾರಮ್ಯ,(ನಾ),"ತುತ್ತತುದಿ, ಶ್ರೇಷ್ಠತೆ."
ಪಾರಾಗು,(ಕ್ರಿ),ದಾಟು.
ಪಾರಾಯಣ,(ನಾ),ಧರ್ಮಗ್ರಂಥಗಳನ್ನು ಮೊದಲಿನಿಂದ ಕೊನೆಯವರೆಗೆ ಓದುವುದು.
ಪಾರಿಖತ್ತು,(ನಾ),ಕರಾರುಪತ್ರ.
ಪಾರಿಜಾತ,(ನಾ),ಒಂದು ಜಾತಿಯ ಮರ ಮತ್ತು ಅದರ ಹೂವು.
ಪಾರಿತೋಷಿಕ,(ನಾ),"ಬಹುಮಾನ, ಉಡುಗೊರೆ."
ಪಾರಿಭಾಷಿಕ,(ಗು),"ತಾಂತ್ರಿಕವಾದ ಅರ್ಥವುಳ್ಳ, ವಿಶೇಷವಾದ ಅರ್ಥವುಳ್ಳ."
ಪಾರಿವಳ,(ನಾ),"ಸಾಮಾನ್ಯವಾಗಿ ಸಂದೇಶವನ್ನೊವನ್ನೊಯ್ಯಲು ಬಳಸುವ , ಶಾಂತಿ ಸಂಕೇತವೆಂದು ಭಾವಿಸುವ ಒಂದು ಜಾತಿಯ ಪಕ್ಷಿ."
ಪಾರು,"(ನಾ),(ಕಿ)","ಸೂರಿನ ಇಳಿಜಾರು. ನಿರೀಕ್ಷಿಸು, ಹಾರು."
ಪಾರುಖಾಣೆ,(ನಾ),ಬಹುಮಾನ.
ಪಾರುಪತ್ಯ,(ನಾ),"ಮೇಲ್ವಿಚಾರಣೆ ,ಪ್ರತಿಷ್ಠೆ."
ಪಾರ್ಶ್ವ,(ನಾ),"ಪಕ್ಷ ,ಪಕ್ಕೆ ,ಹತ್ತಿರ."
ಪಾಲಕ,(ನಾ),ಕಾಪಾಡುವವನು.
ಪಾಲಕಿ,(ನಾ),ಪಲ್ಲಕ್ಕಿ.
ಪಾಲನೆ,(ನಾ),ರಕ್ಷಿಸುವುದು.
ಪಾಲಿಸು,(ಕಿ),"ರಕ್ಷಿಸು ,ಆಡಳಿತ ನಡೆಸು ,ಕರುಣಿಸು ,ಅನುಸರಿಸು."
ಪಾವಂಟಣೆ,(ನಾ),ಮೆಟ್ಟಿಲು.
ಪಾವಟಿಗೆ,(ನಾ),ಮೆಟ್ಟಲು.
ಪಾವಡ,(ನಾ),"ವಸ್ತ್ರ ,ಉಡುಗೊರೆ ,ಲಂಗ."
ಪಾವತಿ,(ನಾ),"ಹಣವನ್ನು ಸಂದಾಯ ಮಾಡುವುದು , ಸಂದಾಯವಾದ."
ಪಾವನ,(ನಾ),ಪವಿತ್ರವಾದುದು.
ಪಾವಲಿ,(ನಾ),ರೂಪಾಯಿಯ ನಾಲ್ಕನೆಯ ಒಂದು ಭಾಗ.
ಪಾವಸೆ,(ನಾ),ಪಾಚಿ.
ಪಾವಿತ್ರ,(ನಾ),ಪರಿಶುದ್ಧತೆ.
ಪಾಶ್ಚಾತ್ಯ,(ಗು),"ಹಿಂದಿನ, ಪಶ್ಚಿಮದಿಕ್ಕಿನ, ಪಾಶ್ಚಿಮಾತ್ಯ."
ಪಾಶ್ಚಿಮಾತ್ಯ,(ನಾ),ಪಶ್ಚಿಮದ.
ಪಾಷಾಣ,(ನಾ),"ಕಲ್ಲು, ವಿಷ."
ಪಾಸಟಿ,(ನಾ),"ಎಣೆ, ಹೋಲಿಕೆ."
ಪಾಸು,"(ನಾ),(ಕ್ರಿ)",ಹಾಸುಗೆ. ಹಾಸು.
ಪಾಳಿ,(ನಾ),"ಬದು, ಸರದಿ, ಒಂದು ಭಾಷೆಯ ಹೆಸರು."
ಪಾಳ್ಯ,(ನಾ),"ಬೀಡು, ಗುಂಪು."
ಪಿಂಗಾಣಿ,(ನಾ),"ಬಿಳಿಯ ಜೇಡಿಮಣ್ಣು, ಬಿಳಿಯ ಜೇಡಿಮಣ್ಣಿನಿಂದ ಮಾಡಿದ ಪಾತ್ರೆ."
ಪಿಂಚಣಿ,(ನಾ),ನಿವೃತ್ತಿವೇತನ.
ಪಿಂಚು,(ಕ್ರಿ),ಹಿಂದಾಗು.
ಪಿಂಜಾರ,(ನಾ),"ಒಂದು ಜಾತಿಯ ಹೆಸರು, ಹತ್ತಿಯನ್ನು ಹಿಂಜುವವನು."
ಪಿಂಜು,(ಕ್ರಿ),"ಹಿಂಜು, ಬಟ್ಟೆಯಲ್ಲಿ ಎಳೆಗಳು ದೂರವಾಗು."
